Date,TQQQ_close,next_day_return,high_volatility,direction_prob,big_move_prob,switch_prob,pred_direction,pred_big_move,pred_switch,signal,signal_change,strategy_daily_return_gross,strategy_daily_return_net,cum_strategy_return,cum_tqqq_return,fee
2021-06-25 04:00:00+00:00,56.510963439941406,0.03540121817117714,0,0.89,0.58,0.0,1,0,0,1,1.0,0.03540121817117714,0.03530121817117714,0.2448610692248916,0.11552222645332977,0.0001
2021-06-28 04:00:00+00:00,58.51152038574219,0.01126000785998893,0,0.84,0.03,0.0,1,0,0,1,0.0,0.01126000785998893,0.01126000785998893,0.2588782146489581,0.1280830154911865,0.0
2021-06-29 04:00:00+00:00,59.17036056518555,-0.004388905919642916,0,0.3,0.09,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.25875232682749316,0.12313196526664871,0.0001
2021-06-30 04:00:00+00:00,58.9106674194336,0.0004898634844685557,0,0.86,0.19,0.0,1,0,0,1,1.0,0.0004898634844685557,0.00038986348446855566,0.259243068395713,0.12368214660467225,0.0001
2021-07-01 04:00:00+00:00,58.93952560424805,0.033942535595444134,0,0.86,0.66,0.0,1,0,0,1,0.0,0.033942535595444134,0.033942535595444134,0.30198497106805067,0.16182276786376648,0.0
2021-07-02 04:00:00+00:00,60.94008255004883,0.013415459593715928,0,0.87,0.04,0.0,1,0,0,1,0.0,0.013415459593715928,0.013415459593715928,0.3194516978390396,0.17740915426110204,0.0
2021-07-06 04:00:00+00:00,61.75762176513672,0.006385293083927213,0,0.72,0.01,0.0,1,0,0,1,0.0,0.006385293083927213,0.006385293083927213,0.3278767836398273,0.18492725679075805,0.0
2021-07-07 04:00:00+00:00,62.15196228027344,-0.017332049982433873,0,0.24,0.05,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.3277439959614634,0.16439003835051236,0.0001
2021-07-08 04:00:00+00:00,61.07474136352539,0.016928958012668804,0,0.83,0.03,0.0,1,0,0,1,1.0,0.016928958012668804,0.016828958012668805,0.3500885439210719,0.18410194842011807,0.0001
2021-07-09 04:00:00+00:00,62.108673095703125,0.012543687846314988,0,0.76,0.03,0.0,1,0,0,1,0.0,0.012543687846314988,0.012543687846314988,0.3670236331809038,0.19895495363931337,0.0
2021-07-12 04:00:00+00:00,62.88774490356445,-0.0005353142082096252,0,0.25,0.02,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.3668869308175857,0.1983131360176269,0.0001
2021-07-13 04:00:00+00:00,62.85408020019531,0.0054322375312712,0,0.7,0.09,0.0,1,0,0,1,1.0,0.0054322375312712,0.0053322375312712,0.3741754966110953,0.20482265760931706,0.0001
2021-07-14 04:00:00+00:00,63.19551849365234,-0.02069855440488122,0,0.18,0.07,0.0,0,0,0,1,0.0,-0.02069855440488122,-0.02069855440488122,0.34573205033263577,0.1798845702825571,0.0
2021-07-15 04:00:00+00:00,61.8874626159668,-0.02455510786962578,0,0.15,0.02,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.34559747712760247,0.15091237738556185,0.0001
2021-07-16 04:00:00+00:00,60.3678092956543,-0.023978362418743626,0,0.22,0.12,0.0,0,0,0,0,0.0,0.0,0.0,0.34559747712760247,0.12331538328839309,0.0
2021-07-19 04:00:00+00:00,58.9202880859375,0.03297418034909638,0,0.81,0.73,0.0,1,1,0,0,0.0,0.0,0.0,0.34559747712760247,0.16035578732585898,0.0
2021-07-20 04:00:00+00:00,60.86313629150391,0.022835107897219764,0,0.92,0.12,0.0,1,0,0,1,1.0,0.022835107897219764,0.022735107897219765,0.37618978095632527,0.18685263692860832,0.0001
2021-07-21 04:00:00+00:00,62.2529525756836,0.021012010487254207,0,0.88,0.09,0.0,1,0,0,1,0.0,0.021012010487254207,0.021012010487254207,0.40510629506623164,0.21179079698257763,0.0
2021-07-22 04:00:00+00:00,63.561012268066406,0.03321482513228502,0,0.89,0.6,0.0,1,0,0,1,0.0,0.03321482513228502,0.03321482513228502,0.45177665494912933,0.2520402164012663,0.0
2021-07-23 04:00:00+00:00,65.67218017578125,0.004174012730802756,0,0.88,0.11,0.0,1,0,0,1,0.0,0.004174012730802756,0.004174012730802756,0.45783638918916925,0.25726624820400223,0.0
2021-07-26 04:00:00+00:00,65.94629669189453,-0.03266998800168386,0,0.27,0.64,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.4576906055502503,0.2161913749602553,0.0001
2021-07-27 04:00:00+00:00,63.79183197021485,0.010931284439077205,0,0.84,0.09,0.0,1,0,0,1,1.0,0.010931284439077205,0.010831284439077205,0.4734792671231358,0.22948590881229824,0.0001
2021-07-28 04:00:00+00:00,64.4891586303711,0.004921372674817404,0,0.86,0.03,0.0,1,0,0,1,0.0,0.004921372674817404,0.004921372674817404,0.48073080772526566,0.23553666716800015,0.0
2021-07-29 04:00:00+00:00,64.80653381347656,-0.014989365837555946,0,0.25,0.03,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.4805827346444931,0.21701675605810444,0.0001
2021-07-30 04:00:00+00:00,63.83512496948242,-0.0003014223441563102,0,0.18,0.02,0.01,0,0,0,0,0.0,0.0,0.0,0.4805827346444931,0.21664992001461592,0.0
2021-08-02 04:00:00+00:00,63.81588363647461,0.01740748717597418,0,0.83,0.04,0.01,1,0,0,1,1.0,0.01740748717597418,0.01730748717597418,0.5062079013373215,0.23782873789492043,0.0001
2021-08-03 04:00:00+00:00,64.9267578125,0.004962938068737266,0,0.8,0.02,0.0,1,0,0,1,0.0,0.004962938068737266,0.004962938068737266,0.5136831178703014,0.2439720052607961,0.0
2021-08-04 04:00:00+00:00,65.24898529052734,0.01879409259364273,0,0.71,0.03,0.0,1,0,0,1,0.0,0.01879409259364273,0.01879409259364273,0.5421314185449897,0.2673513303115669,0.0
2021-08-05 04:00:00+00:00,66.47528076171875,-0.013021619988780042,0,0.24,0.04,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.5419772054031353,0.2508483628959748,0.0001
2021-08-06 04:00:00+00:00,65.60966491699219,0.00535083649336765,0,0.73,0.01,0.0,1,0,0,1,1.0,0.00535083649336765,0.00525083649336765,0.5500738755852073,0.25754144796382783,0.0001
2021-08-09 04:00:00+00:00,65.96073150634766,-0.014946553769227267,0,0.19,0.06,0.0,0,0,0,1,0.0,-0.014946553769227267,-0.014946553769227267,0.5269056130574985,0.23874553709480462,0.0
2021-08-10 04:00:00+00:00,64.97484588623047,-0.005402645700645414,0,0.19,0.02,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.5267529224961929,0.2320530338446256,0.0001
2021-08-11 04:00:00+00:00,64.62380981445312,0.010418314567530285,0,0.79,0.04,0.0,1,0,0,1,1.0,0.010418314567530285,0.010318314567530285,0.5425064394174048,0.24488894991509902,0.0001
2021-08-12 04:00:00+00:00,65.29708099365234,0.010016101896813012,0,0.83,0.05,0.0,1,0,0,1,0.0,0.010016101896813012,0.010016101896813012,0.5579563410910997,0.25735788448766517,0.0
2021-08-13 04:00:00+00:00,65.95110321044922,0.0017500462441160103,0,0.81,0.03,0.0,1,0,0,1,0.0,0.0017500462441160103,0.0017500462441160103,0.5606828367343228,0.2595583189309225,0.0
2021-08-16 04:00:00+00:00,66.06652069091797,-0.026277702182962437,0,0.26,0.08,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.5605267684506494,0.22646002054398284,0.0001
2021-08-17 04:00:00+00:00,64.3304443359375,-0.029079557206425077,0,0.26,0.18,0.0,0,0,0,0,0.0,0.0,0.0,0.5605267684506494,0.19079510621518092,0.0
2021-08-18 04:00:00+00:00,62.45974349975586,0.014243854699624414,0,0.78,0.15,0.0,1,0,0,1,1.0,0.014243854699624414,0.014143854699624415,0.5825986323184897,0.20775661868513384,0.0001
2021-08-19 04:00:00+00:00,63.34941101074219,0.030896625379636555,0,0.89,0.75,0.0,1,1,0,1,0.0,0.030896625379636555,0.030896625379636555,0.6314955893875593,0.24507222248242488,0.0
2021-08-20 04:00:00+00:00,65.30669403076172,0.04455086339421377,0,0.91,0.69,0.0,1,0,0,1,0.0,0.04455086339421377,0.04455086339421377,0.7041801265186267,0.3005412649821695,0.0
2021-08-23 04:00:00+00:00,68.2161636352539,0.009869336754488645,0,0.92,0.1,0.0,1,0,0,1,0.0,0.009869336754488645,0.009869336754488645,0.7209992540775461,0.31337674468938714,0.0
2021-08-24 04:00:00+00:00,68.88941192626953,0.0011171194597956458,0,0.81,0.07,0.0,1,0,0,1,0.0,0.0011171194597956458,0.0011171194597956458,0.7229218158345698,0.31484394340892274,0.0
2021-08-25 04:00:00+00:00,68.96636962890625,-0.016944519423511717,0,0.3,0.13,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.7227495236529864,0.2925645446709435,0.0001
2021-08-26 04:00:00+00:00,67.79776763916016,0.029224131421660804,0,0.82,0.05,0.0,1,0,0,1,1.0,0.029224131421660804,0.029124131421660805,0.7729231071864595,0.33033862079538623,0.0001
2021-08-27 04:00:00+00:00,69.77909851074219,0.03314958989014527,0,0.87,0.61,0.0,1,0,0,1,0.0,0.03314958989014527,0.03314958989014527,0.8316947810964528,0.37443880048977474,0.0
2021-08-30 04:00:00+00:00,72.09224700927734,-0.0028018022546703047,0,0.3,0.07,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.8315116116183432,0.37058789475965614,0.0001
2021-08-31 04:00:00+00:00,71.8902587890625,0.005485206095852568,0,0.83,0.05,0.0,1,0,0,1,1.0,0.005485206095852568,0.005385206095852568,0.841374679113855,0.37810585183489365,0.0001
2021-09-01 04:00:00+00:00,72.28459167480469,-0.001397120645911576,0,0.25,0.02,0.0,0,0,0,1,0.0,-0.001397120645911576,-0.001397120645911576,0.8388020565328063,0.3761804716970436,0.0
2021-09-02 04:00:00+00:00,72.18360137939453,0.008994055647409738,0,0.82,0.0,0.0,1,0,0,1,0.0,0.008994055647409738,0.008994055647409738,0.8553403445538339,0.38855791544036533,0.0
2021-09-03 04:00:00+00:00,72.83282470703125,0.004093923286234036,0,0.73,0.03,0.0,1,0,0,1,0.0,0.004093923286234036,0.004093923286234036,0.8629359655942923,0.39424256502467125,0.0
2021-09-07 04:00:00+00:00,73.13099670410156,-0.010258490337309967,0,0.18,0.08,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.862749671997733,0.3799397411434995,0.0001
2021-09-08 04:00:00+00:00,72.38078308105469,-0.01069716395768816,0,0.15,0.06,0.0,0,0,0,0,0.0,0.0,0.0,0.862749671997733,0.36517829948075775,0.0
2021-09-09 04:00:00+00:00,71.60651397705078,-0.022498273686875292,0,0.19,0.05,0.0,0,0,0,0,0.0,0.0,0.0,0.862749671997733,0.3344641444676566,0.0
2021-09-10 04:00:00+00:00,69.99549102783203,-0.0022671661262708698,0,0.15,0.09,0.0,0,0,0,0,0.0,0.0,0.0,0.862749671997733,0.3314386925625965,0.0
2021-09-13 04:00:00+00:00,69.83679962158203,-0.008607714803134825,0,0.17,0.04,0.0,0,0,0,0,0.0,0.0,0.0,0.862749671997733,0.31997804801915897,0.0
2021-09-14 04:00:00+00:00,69.23566436767578,0.022157484134460725,0,0.69,0.04,0.01,1,0,0,1,1.0,0.022157484134460725,0.022057484134460726,0.9038372433342949,0.3492254406759798,0.0001
2021-09-15 04:00:00+00:00,70.7697525024414,0.0019705834442744763,0,0.81,0.09,0.0,1,0,0,1,0.0,0.0019705834442744763,0.0019705834442744763,0.9075889134866026,0.3518842019919699,0.0
2021-09-16 04:00:00+00:00,70.90921020507812,-0.03533381850984252,0,0.18,0.62,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.9073981545952541,0.30411697095246226,0.0001
2021-09-17 04:00:00+00:00,68.40371704101562,-0.061515900623390296,0,0.19,0.75,0.0,0,1,0,0,0.0,0.0,0.0,0.9073981545952541,0.22389304096607376,0.0
2021-09-20 04:00:00+00:00,64.19580078125,0.001273312771443491,0,0.87,0.13,0.01,1,0,0,1,1.0,0.001273312771443491,0.001173312771443491,0.9096361292102684,0.22545143960601677,0.0001
2021-09-21 04:00:00+00:00,64.27754211425781,0.0292535797685598,0,0.82,0.14,0.02,1,0,0,1,0.0,0.0292535797685598,0.0292535797685598,0.9654998220450448,0.26130028104702774,0.0
2021-09-22 04:00:00+00:00,66.15789031982422,0.027767683986305913,0,0.89,0.14,0.0,1,0,0,1,0.0,0.027767683986305913,0.027767683986305913,1.020077199978732,0.29632366866298043,0.0
2021-09-23 04:00:00+00:00,67.99494171142578,0.0028288084478940156,0,0.8,0.09,0.89,1,0,1,-1,-2.0,-0.0025459276031046143,-0.002645927603104614,1.014732221954906,0.29999072000809934,0.0001
2021-09-24 04:00:00+00:00,68.18728637695312,-0.02412009518605096,0,0.21,0.16,0.06,0,0,0,-1,0.0,0.021708085667445864,0.021708085667445864,1.0584682016260665,0.2686348201005211,0.0
2021-09-27 04:00:00+00:00,66.5426025390625,-0.08339952707400433,0,0.27,0.68,0.01,0,0,0,0,1.0,0.0,-0.0001,1.0582623548059038,0.16283127607452297,0.0001
2021-09-28 04:00:00+00:00,60.99298095703125,-0.006623076545893114,1,0.23,0.09,0.01,0,0,0,0,0.0,0.0,0.0,1.0582623548059038,0.1551297555231228,0.0
2021-09-29 04:00:00+00:00,60.58901977539063,-0.011270569729437407,0,0.18,0.06,0.0,0,0,0,0,0.0,0.0,0.0,1.0582623548059038,0.1421107850669514,0.0
2021-09-30 04:00:00+00:00,59.90614700317383,0.01822263918507061,0,0.85,0.11,0.01,1,0,0,1,1.0,0.01822263918507061,0.01812263918507061,1.095563500810265,0.1629230578126042,0.0001
2021-10-01 04:00:00+00:00,60.99779510498047,-0.06149483002282774,0,0.29,0.73,0.0,0,1,0,1,0.0,-0.06149483002282774,-0.06149483002282774,0.9666971795258961,0.09140930204279107,0.0
2021-10-04 04:00:00+00:00,57.24674606323242,0.03847452480330538,0,0.82,0.74,0.0,1,1,0,0,-1.0,0.0,-0.0001,0.9665005098079436,0.13340075630479475,0.0001
2021-10-05 04:00:00+00:00,59.44928741455078,0.019737845984997504,0,0.86,0.21,0.0,1,0,0,1,1.0,0.019737845984997504,0.019637845984997505,1.005118343948971,0.15577164587201842,0.0001
2021-10-06 04:00:00+00:00,60.62268829345703,0.02705068011488132,0,0.75,0.14,0.0,1,0,0,1,0.0,0.02705068011488132,0.02705068011488132,1.0593581588636152,0.18703605495035225,0.0
2021-10-07 04:00:00+00:00,62.2625732421875,-0.015370462499142201,0,0.22,0.12,0.0,0,0,0,0,-1.0,0.0,-0.0001,1.0591522230477288,0.1687907617826081,0.0001
2021-10-08 04:00:00+00:00,61.30556869506836,-0.022199521407872513,0,0.11,0.1,0.0,0,0,0,0,0.0,0.0,0.0,1.0591522230477288,0.14284416624509144,0.0
2021-10-11 04:00:00+00:00,59.94461441040039,-0.010188543158093255,0,0.23,0.19,0.0,0,0,0,0,0.0,0.0,0.0,1.0591522230477288,0.13120024913432826,0.0
2021-10-12 04:00:00+00:00,59.333866119384766,0.023423595332318303,0,0.83,0.16,0.0,1,0,0,1,1.0,0.023423595332318303,0.023323595332318304,1.1071790562257378,0.15769702600986846,0.0001
2021-10-13 04:00:00+00:00,60.72367858886719,0.05519919529338102,0,0.79,0.69,0.0,1,0,0,1,0.0,0.05519919529338102,0.05519919529338102,1.2234936444684648,0.22160097023915348,0.0
2021-10-14 04:00:00+00:00,64.07557678222656,0.018538160441240015,0,0.89,0.07,0.0,1,0,0,1,0.0,0.018538160441240015,0.018538160441240015,1.2647131263896987,0.24424720502062147,0.0
2021-10-15 04:00:00+00:00,65.26342010498047,0.02999015572103869,0,0.83,0.08,0.0,1,0,0,1,0.0,0.02999015572103869,0.02999015572103869,1.3326322257136063,0.281562372454657,0.0
2021-10-18 04:00:00+00:00,67.2206802368164,0.021963172483973947,0,0.85,0.08,0.0,1,0,0,1,0.0,0.021963172483973947,0.021963172483973947,1.3838642296286303,0.3097095478898495,0.0
2021-10-19 04:00:00+00:00,68.69705963134766,-0.0031501752337032007,0,0.37,0.06,0.0,0,0,0,0,-1.0,0.0,-0.0001,1.3836258432056674,0.30558373330874233,0.0001
2021-10-20 04:00:00+00:00,68.48065185546875,0.017907181634011726,0,0.91,0.09,0.0,1,0,0,1,1.0,0.017907181634011726,0.017807181634011727,1.4260715015431549,0.3289630583595131,0.0001
2021-10-21 04:00:00+00:00,69.70694732666016,-0.025318747209720383,0,0.31,0.05,0.0,0,0,0,1,0.0,-0.025318747209720383,-0.025318747209720383,1.364646410482877,0.2953153786338518,0.0
2021-10-22 04:00:00+00:00,67.94205474853516,0.030011225897923044,0,0.88,0.72,0.0,1,1,0,0,-1.0,0.0,-0.0001,1.3644099458418286,0.3341893810710861,0.0001
2021-10-25 04:00:00+00:00,69.9810791015625,0.009345809675815664,0,0.95,0.05,0.0,1,0,0,1,1.0,0.009345809675815664,0.009245809675815665,1.386270830196688,0.34665846109807075,0.0001
2021-10-26 04:00:00+00:00,70.6351089477539,0.007897466971474643,0,0.95,0.15,0.0,1,0,0,1,0.0,0.007897466971474643,0.007897466971474643,1.4051163252631595,0.35729365181644956,0.0
2021-10-27 04:00:00+00:00,71.19294738769531,0.03282872177192675,0,0.95,0.68,0.0,1,0,0,1,0.0,0.03282872177192675,0.03282872177192675,1.4840732199343427,0.4018518674747342,0.0
2021-10-28 04:00:00+00:00,73.53012084960938,0.014781058629927735,0,0.91,0.13,0.0,1,0,0,1,0.0,0.014781058629927735,0.014781058629927735,1.5207904518392255,0.42257272211835195,0.0
2021-10-29 04:00:00+00:00,74.61697387695312,0.00986084532457232,0,0.92,0.12,0.0,1,0,0,1,0.0,0.00986084532457232,0.00986084532457232,1.5456475765804707,0.43660049169411685,0.0
2021-11-01 04:00:00+00:00,75.3527603149414,0.013338447084771943,0,0.93,0.18,0.0,1,0,0,1,0.0,0.013338447084771943,0.013338447084771943,1.5796025620771674,0.45576251133453627,0.0
2021-11-02 04:00:00+00:00,76.35784912109375,0.03174211280631334,0,0.94,0.63,0.0,1,0,0,1,0.0,0.03174211280631334,0.03174211280631334,1.6614845975980757,0.5019714891885192,0.0
2021-11-03 04:00:00+00:00,78.78160858154297,0.03729688652877683,0,0.86,0.64,0.0,1,0,0,1,0.0,0.03729688652877683,0.03729688652877683,1.7607496866327783,0.5579903493902414,0.0
2021-11-04 04:00:00+00:00,81.71991729736328,0.0037073368017923602,0,0.74,0.13,0.0,1,0,0,1,0.0,0.0037073368017923602,0.0037073368017923602,1.7709847155465686,0.5637663443493732,0.0
2021-11-05 04:00:00+00:00,82.02288055419922,-0.004104027354725481,0,0.18,0.13,0.0,0,0,0,0,-1.0,0.0,-0.0001,1.770707617075014,0.5573486044957643,0.0001
