Date,TQQQ_close,next_day_return,high_volatility,direction_prob,big_move_prob,switch_prob,pred_direction,pred_big_move,pred_switch,signal,signal_change,strategy_daily_return_gross,strategy_daily_return_net,cum_strategy_return,cum_tqqq_return,fee
2021-04-21 04:00:00+00:00,52.45213317871094,-0.03639858641577909,0,0.2,0.69,0.0,0,0,0,0,0.0,0.0,0.0,0.0,-0.03639858641577909,0.0
2021-04-22 04:00:00+00:00,50.54294967651367,0.03767839027660669,0,0.8,0.76,0.0,1,1,0,0,0.0,0.0,0.0,0.0,-9.163628366293253e-05,0.0
2021-04-23 04:00:00+00:00,52.44732666015625,0.019805724912341116,0,0.72,0.09,0.0,1,0,0,1,1.0,0.019805724912341116,0.019705724912341117,0.019705724912341127,0.019712273705651873,0.0001
2021-04-26 04:00:00+00:00,53.486083984375,-0.013127113963456116,0,0.13,0.03,0.0,0,0,0,1,0.0,-0.013127113963456116,-0.013127113963456116,0.006319931652228217,0.006326394478782804,0.0
2021-04-27 04:00:00+00:00,52.783966064453125,-0.010295367492953678,0,0.15,0.07,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.006219299659063093,-0.0040341055702353135,0.0001
2021-04-28 04:00:00+00:00,52.240535736083984,0.010034215818665926,0,0.66,0.05,0.0,1,0,0,1,1.0,0.010034215818665926,0.009934215818665926,0.016215299342783096,0.0059596311625036424,0.0001
2021-04-29 04:00:00+00:00,52.76472854614258,-0.018775145122270076,0,0.24,0.04,0.0,0,0,0,1,0.0,-0.018775145122270076,-0.018775145122270076,-0.002864290377848744,-0.012927406899717608,0.0
2021-04-30 04:00:00+00:00,51.77406311035156,-0.016347682699859867,0,0.11,0.14,0.0,0,0,0,0,-1.0,0.0,-0.0001,-0.0029640039488109116,-0.02906375645344894,0.0001
2021-05-03 04:00:00+00:00,50.927677154541016,-0.05269128942723378,0,0.11,0.75,0.03,0,1,0,0,0.0,0.0,0.0,-0.0029640039488109116,-0.08022363907755137,0.0
2021-05-04 04:00:00+00:00,48.244232177734375,-0.01166250861078133,0,0.2,0.11,0.0,0,0,0,0,0.0,0.0,0.0,-0.0029640039488109116,-0.0909505388068026,0.0
2021-05-05 04:00:00+00:00,47.681583404541016,0.02188585873560256,0,0.83,0.08,0.0,1,0,0,1,1.0,0.02188585873560256,0.02178585873560256,0.01875728141547106,-0.07105521071545262,0.0001
2021-05-06 04:00:00+00:00,48.725135803222656,0.02447701801033153,0,0.78,0.18,0.0,1,0,0,1,0.0,0.02447701801033153,0.02447701801033153,0.043693421740834015,-0.04831741237753118,0.0
2021-05-07 04:00:00+00:00,49.917781829833984,-0.07514454577599416,0,0.14,0.79,0.0,0,1,0,0,-1.0,0.0,-0.0001,0.043589052398659955,-0.1198311681473444,0.0001
2021-05-10 04:00:00+00:00,46.16673278808594,-0.005000028093759101,1,0.21,0.16,0.03,0,0,0,0,0.0,0.0,0.0,0.043589052398659955,-0.12423203703385877,0.0
2021-05-11 04:00:00+00:00,45.93589782714844,-0.0761097574951295,0,0.21,0.87,0.0,0,1,0,0,0.0,0.0,0.0,0.043589052398659955,-0.1908865243172153,0.0
2021-05-12 04:00:00+00:00,42.439727783203125,0.021076517349613244,1,0.76,0.26,0.9,1,0,1,-1,-1.0,-0.01896886561465192,-0.01906886561465192,0.02368899300154803,-0.17383323010918128,0.0001
2021-05-13 04:00:00+00:00,43.33420944213867,0.0650315854949246,0,0.87,0.91,0.02,1,1,0,-1,0.0,-0.058528426945432144,-0.058528426945432144,-0.03622591344018611,-0.12010629517996085,0.0
2021-05-14 04:00:00+00:00,46.15230178833008,-0.016880288702389,1,0.11,0.16,0.0,0,0,0,0,1.0,0.0,-0.0001,-0.03632229084884209,-0.13495915494473776,0.0001
2021-05-17 04:00:00+00:00,45.37323760986328,-0.02098555932822399,0,0.22,0.15,0.0,0,0,0,0,0.0,0.0,0.0,-0.03632229084884209,-0.15311252091998195,0.0
2021-05-18 04:00:00+00:00,44.42105484008789,0.003680726180198546,0,0.78,0.12,0.0,1,0,0,1,1.0,0.003680726180198546,0.003580726180198546,-0.03287162484641082,-0.14999536000404978,0.0001
2021-05-19 04:00:00+00:00,44.58455657958984,0.0578148211082985,0,0.86,0.88,0.0,1,1,0,1,0.0,0.0578148211082985,0.0578148211082985,0.023042729151853347,-0.10085249380146022,0.0
2021-05-20 04:00:00+00:00,47.16220474243164,-0.016518986169457017,0,0.19,0.15,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.022940424878938215,-0.11570549902065563,0.0001
2021-05-21 04:00:00+00:00,46.38313293457031,0.05007788431013571,0,0.81,0.76,0.0,1,1,0,0,0.0,0.0,0.0,0.022940424878938215,-0.07142190130452286,0.0
2021-05-24 04:00:00+00:00,48.705902099609375,0.004838047738244811,0,0.8,0.05,0.0,1,0,0,1,1.0,0.004838047738244811,0.00473804773824481,0.027787165445395168,-0.06692939613434556,0.0001
2021-05-25 04:00:00+00:00,48.94154357910156,0.010120944069603288,0,0.88,0.11,0.0,1,0,0,1,0.0,0.010120944069603288,0.010120944069603288,0.03818934186232403,-0.057485840739630256,0.0
2021-05-26 04:00:00+00:00,49.4368782043457,-0.01167321690415768,0,0.26,0.09,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.03808552292813783,-0.06848801295591633,0.0001
2021-05-27 04:00:00+00:00,48.85979080200195,0.009743993368050985,0,0.86,0.06,0.0,1,0,0,1,1.0,0.009743993368050985,0.009643993368050986,0.04809681282672651,-0.05941136633189881,0.0001
2021-05-28 04:00:00+00:00,49.335880279541016,-0.009747620544331759,0,0.29,0.06,0.0,0,0,0,1,0.0,-0.009747620544331759,-0.009747620544331759,0.037880362801568035,-0.06857986742120692,0.0
2021-06-01 04:00:00+00:00,48.85497283935547,0.00521728755704487,0,0.88,0.15,0.0,1,0,0,1,0.0,0.00521728755704487,0.00521728755704487,0.04329528310411379,-0.06372038075312247,0.0
2021-06-02 04:00:00+00:00,49.10986328125,-0.031433627966632516,0,0.31,0.66,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.04319095357580349,-0.0931510459772692,0.0001
2021-06-03 04:00:00+00:00,47.566162109375,0.05125868701592662,0,0.83,0.82,0.0,1,1,0,0,0.0,0.0,0.0,0.04319095357580349,-0.04666715927229759,0.0
2021-06-04 04:00:00+00:00,50.00434112548828,0.00884787987615221,0,0.85,0.09,0.0,1,0,0,1,1.0,0.00884787987615221,0.00874787987615221,0.05231666272557334,-0.03823218481554791,0.0001
2021-06-07 04:00:00+00:00,50.446773529052734,0.0011438774276391062,0,0.83,0.04,0.0,1,0,0,1,0.0,0.0011438774276391062,0.0011438774276391062,0.053520384002793575,-0.0371320403211286,0.0
2021-06-08 04:00:00+00:00,50.50447845458984,0.0011426459989338777,0,0.94,0.18,0.0,1,0,0,1,0.0,0.0011426459989338777,0.0011426459989338777,0.054724184854369584,-0.03603182309949993,0.0
2021-06-09 04:00:00+00:00,50.56218719482422,0.03062588054508586,0,0.88,0.64,0.0,1,0,0,1,0.0,0.03062588054508586,0.03062588054508586,0.08702604174773265,-0.0065094488644810156,0.0
2021-06-10 04:00:00+00:00,52.11069869995117,0.00793660147460118,0,0.83,0.05,0.0,1,0,0,1,0.0,0.00793660147460118,0.00793660147460118,0.09565333423359768,0.0013754897086635243,0.0
2021-06-11 04:00:00+00:00,52.5242805480957,0.028016638916981584,0,0.82,0.06,0.0,1,0,0,1,0.0,0.028016638916981584,0.028016638916981584,0.12634985807700727,0.029430665224146724,0.0
2021-06-14 04:00:00+00:00,53.99583435058594,-0.01852510448131517,0,0.26,0.0,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.12623722309119967,0.010360354594599608,0.0001
2021-06-15 04:00:00+00:00,52.99555587768555,-0.010707817409247755,0,0.25,0.08,0.0,0,0,0,0,0.0,0.0,0.0,0.12623722309119967,-0.00045839959994220525,0.0
2021-06-16 04:00:00+00:00,52.4280891418457,0.03733264433931183,0,0.79,0.73,0.0,1,1,0,0,0.0,0.0,0.0,0.12623722309119967,0.0368571314701398,0.0
2021-06-17 04:00:00+00:00,54.38536834716797,-0.023874785909150154,0,0.26,0.06,0.0,0,0,0,0,0.0,0.0,0.0,0.12623722309119967,0.01210238943791464,0.0
2021-06-18 04:00:00+00:00,53.08692932128906,0.01829881535624822,0,0.84,0.08,0.0,1,0,0,1,1.0,0.01829881535624822,0.018198815356248222,0.14673340636157017,0.03062266418385673,0.0001
2021-06-21 04:00:00+00:00,54.05835723876953,0.027933380349294712,0,0.82,0.04,0.0,1,0,0,1,0.0,0.027933380349294712,0.027933380349294712,0.17876554676071033,0.05941143905910784,0.0
2021-06-22 04:00:00+00:00,55.568389892578125,0.001730770814969862,0,0.85,0.01,0.0,1,0,0,1,0.0,0.001730770814969862,0.001730770814969862,0.18080571976673565,0.06124503745887666,0.0
2021-06-23 04:00:00+00:00,55.66456604003906,0.018401766102444705,0,0.92,0.06,0.0,1,0,0,1,0.0,0.018401766102444705,0.018401766102444705,0.20253463043431208,0.08077382041557502,0.0
2021-06-24 04:00:00+00:00,56.68889236450195,-0.0031386911463446854,0,0.24,0.02,0.0,0,0,0,0,-1.0,0.0,-0.0001,0.20241437697126874,0.07738160519423554,0.0001
