Date,SQQQ_open,SQQQ_high,SQQQ_low,SQQQ_close,SQQQ_volume
2015-03-31 00:00:00-04:00,48744.0904918722,49899.34034297926,48464.59456015275,49862.07421875,1468
2015-04-01 00:00:00-04:00,49880.70874355907,51613.58357103423,49862.07568089805,50626.03125,2250
2015-04-02 00:00:00-04:00,50514.234375,51035.960145011064,50085.67392106234,50514.234375,1529
2015-04-06 00:00:00-04:00,51445.89178595874,51688.12162776152,48893.16191465257,49340.35546875,1775
2015-04-07 00:00:00-04:00,49414.88081531955,49563.9453125,48296.89708646617,49563.9453125,1610
2015-04-08 00:00:00-04:00,49508.0502277267,49526.68329141798,48166.46964195466,48390.06640625,2377
2015-04-09 00:00:00-04:00,48390.063025841344,48949.054897529924,47421.14378158114,47477.04296875,1630
2015-04-10 00:00:00-04:00,47532.93442126639,47831.06337098817,46862.14428439239,46880.77734375,1304
2015-04-13 00:00:00-04:00,46768.98569967468,47383.8767467222,46079.5624045002,47253.4453125,2528
2015-04-14 00:00:00-04:00,47290.71374120407,48427.33058053166,46973.95167122752,47663.375,1950
2015-04-15 00:00:00-04:00,47234.81485775647,47439.77855141932,46452.22620922559,46768.98828125,1967
2015-04-16 00:00:00-04:00,47104.37723302898,47327.97396040095,46694.4498995137,46936.6796875,1572
2015-04-17 00:00:00-04:00,48296.89194191344,49731.63757444713,47905.597678495156,49079.48046875,2744
2015-04-20 00:00:00-04:00,48408.69576238582,48445.961886914214,46675.820971815425,46918.05078125,1801
2015-04-21 00:00:00-04:00,46116.82953187877,46489.49078062123,45893.2327826333,46303.16015625,2376
2015-04-22 00:00:00-04:00,45967.76279308848,46843.51668497139,45352.87176261749,45595.1015625,3083
2015-04-23 00:00:00-04:00,46023.665364583336,46042.29842748398,44439.85501802885,45054.74609375,3681
2015-04-24 00:00:00-04:00,43657.26329235782,43843.59390820228,43042.37226007109,43247.3359375,3794
2015-04-27 00:00:00-04:00,42725.610379989834,43806.3279561082,42483.380578446064,43526.83203125,2277
2015-04-28 00:00:00-04:00,43452.30382682901,44887.04970790355,43210.07400275149,43806.33203125,2973
2015-04-29 00:00:00-04:00,44533.01463293651,45334.23623511905,43769.05915178572,44607.546875,4079
2015-04-30 00:00:00-04:00,45371.50903826505,47402.512933612445,44831.15020372309,46731.72265625,3988
2015-05-01 00:00:00-04:00,46135.454520668885,46191.35369819796,44793.87425997092,44849.7734375,3375
2015-05-04 00:00:00-04:00,44421.21941489362,44719.34840425532,43824.96143617021,44663.44921875,2932
2015-05-05 00:00:00-04:00,45185.177679149245,46880.78640855237,44924.31479770261,46787.62109375,3625
2015-05-06 00:00:00-04:00,46619.922009067865,48725.45805504095,46191.36157493175,47775.171875,3849
2015-05-07 00:00:00-04:00,47812.438024558,47905.60333637515,46526.756721481426,46899.41796875,2366
2015-05-08 00:00:00-04:00,45446.038400723926,45706.901269772774,44868.41347640148,45203.80859375,2888
2015-05-11 00:00:00-04:00,45110.64048805035,45781.430681181206,44831.14457424582,45706.8984375,2385
2015-05-12 00:00:00-04:00,46545.39313705788,47551.57857717042,45632.37301547428,46359.0625,3319
2015-05-13 00:00:00-04:00,45725.53481636989,46247.26055999595,44998.845387747875,46042.296875,2525
2015-05-14 00:00:00-04:00,44905.67571677952,45427.40140975455,43899.490451756246,44029.921875,3569
2015-05-15 00:00:00-04:00,43619.99552909072,44328.051842676985,43489.56410290377,43955.390625,1801
2015-05-18 00:00:00-04:00,44216.25607285416,44309.42138274218,43172.804602108336,43470.93359375,1612
2015-05-19 00:00:00-04:00,43303.23818108974,43787.697816506414,43079.641426282054,43601.3671875,1906
2015-05-20 00:00:00-04:00,43508.199468120714,44178.98969546647,42725.61086955066,43489.56640625,1922
2015-05-21 00:00:00-04:00,43731.79816687092,43918.1287939134,42632.447467320264,42762.87890625,1580
2015-05-22 00:00:00-04:00,42986.473403930664,43023.73952738444,42483.38073730469,42930.57421875,1683
2015-05-26 00:00:00-04:00,43210.06950668239,44905.67809879455,43042.371953616355,44439.8515625,3990
2015-05-27 00:00:00-04:00,44029.92632919332,44290.78920207047,42129.353969659795,42241.15234375,4904
2015-05-28 00:00:00-04:00,42520.64453125,42930.571866783524,42203.88249924682,42520.64453125,2242
2015-05-29 00:00:00-04:00,42669.71053729014,43582.73054441993,42446.113800850195,43284.6015625,4282
2015-06-01 00:00:00-04:00,42613.8204261919,43936.76806513358,42502.02203416866,42893.31640625,3478
2015-06-02 00:00:00-04:00,43377.77444599828,43955.399449359946,42632.45186101549,43303.2421875,3436
2015-06-03 00:00:00-04:00,42651.07829284668,43191.43708292643,42390.21542867025,42930.57421875,3136
2015-06-04 00:00:00-04:00,43601.36783494475,44253.52504615119,42800.146118319695,43843.59765625,3462
2015-06-05 00:00:00-04:00,44048.565144839595,44980.21838394365,43694.53691398005,44141.73046875,2541
2015-06-08 00:00:00-04:00,44253.52589829359,45762.8040447196,44141.72751707685,45520.57421875,2147
2015-06-09 00:00:00-04:00,45837.33353071516,46768.98665125815,45259.7085959785,45725.53515625,2311
2015-06-10 00:00:00-04:00,45296.975808109615,45446.04031097464,43470.93564801305,43899.49609375,1943
2015-06-11 00:00:00-04:00,43396.39886597044,43918.12457152955,43079.63683045241,43657.26171875,2217
2015-06-12 00:00:00-04:00,44365.31948730469,44924.31133300781,44104.45662597656,44719.34765625,2226
2015-06-15 00:00:00-04:00,45744.16538009706,46508.120891536564,45203.80660371302,45352.87109375,5136
2015-06-16 00:00:00-04:00,45595.10154785156,45613.734609375,44458.484794921875,44719.34765625,2353
2015-06-17 00:00:00-04:00,44458.478781026504,45129.26890513252,43880.85395193521,44290.78125,2780
2015-06-18 00:00:00-04:00,43880.86251027961,43899.49557291667,42166.62074766996,42483.3828125,4887
2015-06-19 00:00:00-04:00,42297.05199772924,43079.640625,42222.519747512975,43079.640625,2469
2015-06-22 00:00:00-04:00,42036.18675298805,42352.94879855577,41663.52552290836,42092.0859375,2205
2015-06-23 00:00:00-04:00,41905.757562499995,42464.749437499995,41831.2253125,41924.390625,2065
2015-06-24 00:00:00-04:00,42073.45805867068,42613.816908848465,41570.36533609135,42576.55078125,2131
2015-06-25 00:00:00-04:00,42092.08742017663,43042.37359035326,41961.65598505435,42856.04296875,2752
2015-06-26 00:00:00-04:00,42856.04417965414,44160.35856773057,42595.18130203885,43638.6328125,4545
2015-06-29 00:00:00-04:00,45166.54558486239,46843.52128727065,44402.589987098625,46713.08984375,4767
2015-06-30 00:00:00-04:00,45725.53670519867,46731.72210946955,45446.04075956787,46191.36328125,4347
2015-07-01 00:00:00-04:00,44924.3085341986,45837.32849196539,44644.812628759784,45222.4375,2991
2015-07-02 00:00:00-04:00,44793.88659607438,45557.84223269628,44700.72127453512,45092.015625,2777
2015-07-06 00:00:00-04:00,46079.56765330068,46284.53135899672,44700.72090589095,45408.77734375,3445
2015-07-07 00:00:00-04:00,45278.34626807851,47831.07607825413,44998.85030346074,45092.015625,5180
2015-07-08 00:00:00-04:00,46135.45819852941,47737.90141544118,45930.49453125,47514.3046875,4473
2015-07-09 00:00:00-04:00,45557.843344850786,47607.48046875,45446.04495627446,47607.48046875,3795
2015-07-10 00:00:00-04:00,45669.6402419086,46191.366038225795,44849.78541912444,45408.77734375,3415
2015-07-13 00:00:00-04:00,44178.99234320841,44197.625406195846,42874.67793408796,43005.109375,3793
2015-07-14 00:00:00-04:00,42856.03672772989,42874.669787176725,41793.95233926005,42147.98046875,2263
2015-07-15 00:00:00-04:00,41905.75241996951,42371.57892530488,41514.4581554878,42017.55078125,2960
2015-07-16 00:00:00-04:00,40974.10322911846,41216.33303447478,40210.14768914854,40266.046875,4082
2015-07-17 00:00:00-04:00,39278.494857212005,39427.55935382382,38458.64012584705,38495.90625,3974
2015-07-20 00:00:00-04:00,38253.67461052277,38551.80358946499,37620.15053027057,38048.7109375,4179
2015-07-21 00:00:00-04:00,38011.44721984863,38440.00765419006,37825.116596221924,38160.51171875,2994
2015-07-22 00:00:00-04:00,39893.382187352036,39893.382187352036,38849.930808327415,39353.0234375,3231
2015-07-23 00:00:00-04:00,39259.86718384588,40135.62122164406,38905.838955799816,39837.4921875,2527
2015-07-24 00:00:00-04:00,39203.96400783735,41179.06865842231,39129.431756871876,41011.37109375,3424
2015-07-27 00:00:00-04:00,41756.69595198813,42259.78867430124,41179.07097451752,41998.92578125,4162
2015-07-28 00:00:00-04:00,41421.29208250285,42464.74343500854,40675.96968785592,40899.56640625,5017
2015-07-29 00:00:00-04:00,40675.97641295261,41141.80298662362,40191.516776334756,40396.48046875,2750
2015-07-30 00:00:00-04:00,40750.50759173575,41439.9309026156,39688.42303173167,39893.38671875,3598
2015-07-31 00:00:00-04:00,39520.72759907472,40284.68320094274,39446.19534523394,40023.8203125,2685
2015-08-03 00:00:00-04:00,40005.190765733256,41197.70693201501,39669.79559396651,40340.5859375,2780
2015-08-04 00:00:00-04:00,40452.38005556828,41123.170328253895,40247.41636113657,40657.34375,3038
2015-08-05 00:00:00-04:00,39930.65535729998,40079.7198663333,38887.20379406676,39707.05859375,5087
2015-08-06 00:00:00-04:00,39613.888193665916,42110.718399663674,39427.55758127802,41551.7265625,3817
2015-08-07 00:00:00-04:00,41924.39238046143,42781.51329135087,41458.56579845631,41793.9609375,3567
2015-08-10 00:00:00-04:00,40918.207502600555,40918.207502600555,40023.82045336338,40303.31640625,2199
2015-08-11 00:00:00-04:00,40955.46877435969,42539.27898628898,40489.64224143931,41831.22265625,2742
2015-08-12 00:00:00-04:00,42725.61095927945,44048.558354878594,41179.06682076214,41439.9296875,3857
2015-08-13 00:00:00-04:00,41290.869968694096,41905.76108284884,40713.244982669945,41663.53125,2779
2015-08-14 00:00:00-04:00,41943.01865616566,42185.24843960864,41272.22848663124,41421.29296875,3481
2015-08-17 00:00:00-04:00,41719.423390697004,42036.185426267286,40377.84300475231,40433.7421875,2885
2015-08-18 00:00:00-04:00,40582.80703125,41179.064985795456,40452.37560369318,40992.734375,2039
2015-08-19 00:00:00-04:00,41402.662985754905,42539.27974638994,40750.50582801349,41775.32421875,3904
2015-08-20 00:00:00-04:00,42986.476254238594,45334.2421875,42595.18193202836,45334.2421875,4612
2015-08-21 00:00:00-04:00,47290.710860571664,51091.85546875,46098.19490506473,51091.85546875,9538
2015-08-24 00:00:00-04:00,66687.72365857009,83848.77241228426,51091.85198988522,57222.12890625,12320
2015-08-25 00:00:00-04:00,50924.156242463825,58079.25174085611,49824.805632033764,57948.8203125,7676
2015-08-26 00:00:00-04:00,52787.46257226118,56402.27645825436,48762.72133837188,49154.015625,8906
2015-08-27 00:00:00-04:00,46880.7816027812,48744.087707820196,45296.971413498046,45390.13671875,7598
2015-08-28 00:00:00-04:00,46098.19995197234,46377.69590964396,44905.683865906765,45464.67578125,5910
2015-08-31 00:00:00-04:00,46172.733007040515,47421.14830626235,45427.41044034091,47141.65234375,5121
2015-09-01 00:00:00-04:00,50607.39790348101,52060.77678288879,48464.59570948237,51520.41796875,8005
2015-09-02 00:00:00-04:00,48706.82791867856,50514.23507556908,47160.28365041141,47272.08203125,6331
2015-09-03 00:00:00-04:00,46582.65369947532,48259.62923265643,45651.00062548581,47942.8671875,5114
2015-09-04 00:00:00-04:00,49768.90949786024,50383.80055492852,48632.292695400676,49526.6796875,5837
2015-09-08 00:00:00-04:00,46731.71762659203,47327.975586739936,45203.80660371302,45352.87109375,5783
2015-09-09 00:00:00-04:00,43750.426322449384,47253.44171794363,43731.79326183505,46936.6796875,6511
2015-09-10 00:00:00-04:00,47067.11953221095,47216.18404379356,44439.85751556734,45446.04296875,7109
2015-09-11 00:00:00-04:00,46005.02641369048,46377.68762400794,44607.546875,44607.546875,4600
2015-09-14 00:00:00-04:00,44085.82682291667,45520.57266626603,44085.82682291667,45054.74609375,2725
2015-09-15 00:00:00-04:00,44626.18446255099,45166.54327232718,43005.108033222416,43396.40234375,4718
2015-09-16 00:00:00-04:00,43415.03635502942,43843.59679973572,42557.915465616825,42744.24609375,5154
2015-09-17 00:00:00-04:00,42818.7764312664,43191.43767087708,40713.240427466095,42595.1796875,6265
2015-09-18 00:00:00-04:00,44570.283742653235,44663.449051479845,42949.20736907011,44383.953125,4919
2015-09-21 00:00:00-04:00,43731.79653956483,45222.44150043623,42930.57487309645,44048.55859375,5296
2015-09-22 00:00:00-04:00,46098.19706374138,47197.547761704496,45595.10437145318,45967.765625,3836
2015-09-23 00:00:00-04:00,45669.636125455654,46619.922311664646,45278.34181348724,46005.03125,3463
2015-09-24 00:00:00-04:00,47234.81302324266,48408.69595044751,45893.23253500855,46321.79296875,5007
2015-09-25 00:00:00-04:00,44831.14669697044,48427.32762486541,44756.614449760185,47588.83984375,5178
2015-09-28 00:00:00-04:00,48203.73003831698,52042.14070236542,48110.56473093716,51744.01171875,5778
2015-09-29 00:00:00-04:00,51278.184786476864,53570.0513303492,49675.74151189946,52358.90234375,6961
2015-09-30 00:00:00-04:00,50197.46986224781,50830.993980776555,48669.558752854966,48949.0546875,6320
2015-10-01 00:00:00-04:00,48539.12482655647,50514.2293300555,48166.46359948118,48259.62890625,4705
2015-10-02 00:00:00-04:00,50197.463187423404,50588.75744389553,45613.73046875,45613.73046875,6196
2015-10-05 00:00:00-04:00,44719.34619078105,44905.6767999093,43303.23356140631,43657.26171875,5763
2015-10-06 00:00:00-04:00,43974.03213269393,45296.97970956735,43545.47165004479,44197.62890625,4651
2015-10-07 00:00:00-04:00,43452.29978462115,45185.17451874197,43191.436921420165,43526.83203125,5697
2015-10-08 00:00:00-04:00,44029.92409480656,45241.0730859883,42744.242858013655,42986.47265625,5921
2015-10-09 00:00:00-04:00,42856.04558322339,43247.33991246152,42129.3561146383,42371.5859375,3781
2015-10-12 00:00:00-04:00,42185.254908738934,42595.182297428095,41831.22670941648,42110.72265625,3020
2015-10-13 00:00:00-04:00,42781.5097249349,43005.106465657555,41514.46152750651,42930.57421875,4832
2015-10-14 00:00:00-04:00,42874.67693690528,43619.999439067906,42241.15281006704,43079.640625,3770
2015-10-15 00:00:00-04:00,42576.55294309914,42781.51665529786,40955.47631025466,40974.109375,6318
2015-10-16 00:00:00-04:00,40675.976665248614,41272.23468324585,40359.214593187586,40377.84765625,3060
2015-10-19 00:00:00-04:00,40620.07845479597,40862.30828044383,39651.159152204506,39725.69140625,2503
2015-10-20 00:00:00-04:00,39967.91664863227,40750.50522636773,39707.053789387115,40359.2109375,2464
2015-10-21 00:00:00-04:00,39707.060239980696,41141.80619891008,39613.8949179723,41030.0078125,3162
2015-10-22 00:00:00-04:00,39967.920907396794,40340.582174598625,38495.908901949544,38589.07421875,4988
2015-10-23 00:00:00-04:00,35477.35306902002,36092.24416738014,34862.461970659904,35365.5546875,6063
2015-10-26 00:00:00-04:00,35458.717340613446,35831.37858434033,35067.42303470021,35272.38671875,2778
2015-10-27 00:00:00-04:00,35551.88645666933,35570.51952084997,34899.72921034678,34992.89453125,2452
2015-10-28 00:00:00-04:00,34862.45793121936,35738.21181832108,34210.30078125,34210.30078125,3763
2015-10-29 00:00:00-04:00,34657.49199695122,34750.65729801829,34173.03243140244,34377.99609375,2466
2015-10-30 00:00:00-04:00,34303.46667434651,34806.55934148793,34117.13605688673,34750.66015625,2286
2015-11-02 00:00:00-05:00,34545.69980090028,34750.66349982687,33502.24824272853,33632.6796875,2882
2015-11-03 00:00:00-05:00,33819.01145614496,33986.70903361345,32905.99131214986,33260.01953125,2905
2015-11-04 00:00:00-05:00,32924.62100392597,33651.31043185642,32850.08875490746,33222.75,2627
2015-11-05 00:00:00-05:00,33110.95129123264,34042.60439453125,32924.62067057291,33539.51171875,2841
2015-11-06 00:00:00-05:00,33725.85147545265,34340.742690198465,33334.55706606894,33446.35546875,2743
2015-11-09 00:00:00-05:00,33819.006660251216,35123.320966707186,33707.208291126415,34489.796875,3094
2015-11-10 00:00:00-05:00,35141.95369797243,35384.18349546641,34694.760225675855,34806.55859375,2558
2015-11-11 00:00:00-05:00,34452.529199896555,35086.053263063935,33986.70268286172,34899.72265625,2616
2015-11-12 00:00:00-05:00,35402.82059585492,35999.078626943,34825.19562823834,35961.8125,3540
2015-11-13 00:00:00-05:00,36371.73566878981,38104.61037022293,36259.93730095541,38030.078125,5005
2015-11-16 00:00:00-05:00,38160.51124744376,38421.37411729934,36371.73728271984,36446.26953125,4211
2015-11-17 00:00:00-05:00,36204.04460569288,36613.97202788806,35551.88734310963,36371.7421875,3069
2015-11-18 00:00:00-05:00,35887.27657101498,36017.70800195845,34135.76878405995,34191.66796875,3454
2015-11-19 00:00:00-05:00,34191.667719822304,34377.99833409926,33707.208122702206,34210.30078125,2976
2015-11-20 00:00:00-05:00,33688.56910823595,33781.73439891138,33409.07323620965,33483.60546875,2317
2015-11-23 00:00:00-05:00,33427.71811620447,34173.04070519454,33073.689886434186,33763.11328125,2182
2015-11-24 00:00:00-05:00,34452.531925792005,34936.99154183884,33614.04412878788,33819.0078125,2922
2015-11-25 00:00:00-05:00,33688.572979867626,33986.70194429123,33576.77461820877,33781.73828125,1132
2015-11-27 00:00:00-05:00,33539.5114693226,33949.438831725434,33409.08003583079,33558.14453125,842
2015-11-30 00:00:00-05:00,33353.18461492158,34191.672496302286,33315.91848686021,33856.27734375,1810
2015-12-01 00:00:00-05:00,33464.98091853375,33595.41235863939,32850.08984375,32850.08984375,2504
2015-12-02 00:00:00-05:00,32794.19811977716,33614.05307277159,32347.004509052924,33446.35546875,2500
2015-12-03 00:00:00-05:00,33166.84842011129,35738.210825715425,33017.78393282989,35160.5859375,4801
2015-12-04 00:00:00-05:00,34843.82762419872,35048.79131610577,32514.69476161859,32701.025390625,5375
2015-12-07 00:00:00-05:00,32626.4932376617,33595.41251142436,32570.59404879078,33129.5859375,2894
2015-12-08 00:00:00-05:00,34135.768080985916,34191.66726452465,32794.18767605634,33073.68359375,3937
2015-12-09 00:00:00-05:00,33576.782991720516,35216.49270496769,32999.15797909935,34601.6015625,4638
2015-12-10 00:00:00-05:00,34377.999336875684,34676.12832841498,33464.97930028658,34135.76953125,2311
2015-12-11 00:00:00-05:00,35309.65249944111,36558.06765377491,35067.42269337634,36464.90234375,4606
2015-12-14 00:00:00-05:00,36390.36883159269,37899.64680156658,35645.0463772846,35682.3125,5083
2015-12-15 00:00:00-05:00,34713.393951854065,35160.587432715314,34098.50291566986,35048.7890625,3285
2015-12-16 00:00:00-05:00,34303.46777452378,35384.185390451195,33297.28240797066,33502.24609375,4009
2015-12-17 00:00:00-05:00,33017.78033187331,34936.98539631064,33017.78033187331,34564.32421875,3549
2015-12-18 00:00:00-05:00,35272.38462357954,36893.4609375,35048.787890625,36893.4609375,3613
2015-12-21 00:00:00-05:00,35924.54204723382,36725.76368003001,35700.9453125,35700.9453125,2215
2015-12-22 00:00:00-05:00,35179.22416312434,35738.21607249602,34881.09514479277,35067.42578125,1878
2015-12-23 00:00:00-05:00,34508.43294589451,34676.130514206096,34191.670872417075,34266.203125,1891
2015-12-24 00:00:00-05:00,34284.84060288514,34322.106733975226,34005.344619709445,34228.94140625,742
2015-12-28 00:00:00-05:00,34508.42851201793,35253.750942083105,34303.46484375,34303.46484375,1757
2015-12-29 00:00:00-05:00,33725.83905494525,33800.37129595066,32496.057078356087,32756.919921875,2570
2015-12-30 00:00:00-05:00,32812.8175105668,33614.0390625,32775.55139187223,33614.0390625,2056
2015-12-31 00:00:00-05:00,33968.0715629189,34881.09158847185,33763.107883713135,34750.66015625,2808
2016-01-04 00:00:00-05:00,37210.22641074357,38346.84324151741,36930.73046875,36930.73046875,4590
2016-01-05 00:00:00-05:00,36464.90282373876,37769.217181256245,36371.73751248751,37303.390625,3034
2016-01-06 00:00:00-05:00,39222.60170865221,39222.60170865221,37713.32344812925,38346.84765625,3182
2016-01-07 00:00:00-05:00,40787.773812499996,41961.65675,39334.3949375,41924.390625,6296
2016-01-08 00:00:00-05:00,41030.00987252933,43098.280124959274,40210.154997692225,42893.31640625,5618
2016-01-11 00:00:00-05:00,42017.55476610346,44551.651195456034,41663.526588473316,42595.1796875,5138
2016-01-12 00:00:00-05:00,41328.137605161435,42874.68197902456,40415.11743263983,40974.109375,5173
2016-01-13 00:00:00-05:00,40564.17479665656,45520.56914480109,40303.3119362279,45315.60546875,6013
2016-01-14 00:00:00-05:00,44812.51283482143,46992.58102678571,41216.33197115384,42390.21484375,8587
2016-01-15 00:00:00-05:00,46619.92171479192,47980.13525802925,45017.47836248492,46340.42578125,7488
2016-01-19 00:00:00-05:00,44514.38833268124,47719.275228127524,44272.15850918821,46135.46484375,7427
2016-01-20 00:00:00-05:00,48278.2659755609,51296.82216546474,45036.11303084936,46508.125,10433
2016-01-21 00:00:00-05:00,45930.49865968172,47812.43795567679,44309.42223639884,46321.79296875,7675
2016-01-22 00:00:00-05:00,43601.36058538732,44048.55402728873,42315.67943992077,42334.3125,6719
2016-01-25 00:00:00-05:00,42818.778109197214,44365.32231418563,42092.08866347977,44216.2578125,4927
2016-01-26 00:00:00-05:00,43694.52823153409,44831.144957386365,42483.37926136363,43042.37109375,3901
2016-01-27 00:00:00-05:00,43787.697200337294,46806.2533477648,43247.3383838225,46265.89453125,6221
2016-01-28 00:00:00-05:00,44029.925198839774,46694.453046251576,43899.493765749685,44365.3203125,6152
2016-01-29 00:00:00-05:00,44253.52097242482,44402.58546412141,41477.19481457585,41514.4609375,5338
2016-02-01 00:00:00-05:00,42129.355781179394,42595.18235991866,40694.60991866245,41234.96875,3822
2016-02-02 00:00:00-05:00,41719.42917054521,44234.89274268617,41719.42917054521,43787.69921875,4609
2016-02-03 00:00:00-05:00,42949.20993761783,46768.987827948265,42949.20993761783,44477.12109375,9052
