Date,TQQQ_open,TQQQ_high,TQQQ_low,TQQQ_close,TQQQ_volume
2015-01-02 00:00:00-05:00,3.952870940008693,4.004055812277367,3.805312916529023,3.8648955821990967,61113600
2015-01-05 00:00:00-05:00,3.808910963859171,3.822906748589581,3.6589538392977863,3.6909444332122803,63508800
2015-01-06 00:00:00-05:00,3.7041408043525053,3.72573466864755,3.4938017571193103,3.544586420059204,84321600
2015-01-07 00:00:00-05:00,3.612167638703868,3.7045410624593584,3.5877742049836105,3.680948257446289,68733600
2015-01-08 00:00:00-05:00,3.7757210041419738,3.912881353553809,3.7629242163368004,3.890887975692749,72468000
2015-01-09 00:00:00-05:00,3.9272774042027,3.9316766292632472,3.7473288260888755,3.812110424041748,90710400
2015-01-12 00:00:00-05:00,3.8377031688063483,3.847700845558789,3.664552276379333,3.694943904876709,82627200
2015-01-13 00:00:00-05:00,3.79931417829302,3.9180802079063755,3.602970680159493,3.6917452812194824,99854400
2015-01-14 00:00:00-05:00,3.5745778354009303,3.6841468121826058,3.5325900203197516,3.634960889816284,108074400
2015-01-15 00:00:00-05:00,3.6765485248159337,3.696942703331854,3.4754063085304154,3.4906017780303955,98006400
2015-01-16 00:00:00-05:00,3.473407755669942,3.6237639559421666,3.456212199942907,3.614967107772827,70898400
2015-01-20 00:00:00-05:00,3.675749408914994,3.7217367083915396,3.5525850697186523,3.694943904876709,70946400
2015-01-21 00:00:00-05:00,3.6613533415088693,3.8021134242824646,3.6245642372535323,3.751727819442749,66765600
2015-01-22 00:00:00-05:00,3.7989138235566866,3.9708647956255336,3.6981426094178342,3.960468292236328,81328800
2015-01-23 00:00:00-05:00,3.960468150555717,4.022449943348258,3.9244785305720793,3.986860752105713,71179200
2015-01-26 00:00:00-05:00,3.9748647291121655,3.994858712331134,3.9116820946616353,3.9780635833740234,50402400
2015-01-27 00:00:00-05:00,3.788917257384724,3.791316626465709,3.6245643652165187,3.6701512336730957,111993600
2015-01-28 00:00:00-05:00,3.838502243065263,3.8508988300587905,3.604569033919748,3.606968402862549,94464000
2015-01-29 00:00:00-05:00,3.5945725919943388,3.7293333287916717,3.502998435147989,3.711338520050049,88279200
2015-01-30 00:00:00-05:00,3.698542917664652,3.7849181485346026,3.609368117671278,3.6261632442474365,109111200
2015-02-02 00:00:00-05:00,3.645757839600736,3.7269343587566697,3.4782060919522544,3.7213363647460938,99422400
2015-02-03 00:00:00-05:00,3.7525271516627403,3.832104694698855,3.6861456799375323,3.822906732559204,91166400
2015-02-04 00:00:00-05:00,3.7749208579996165,3.8900878372915626,3.7517282516567776,3.812910795211792,62316000
2015-02-05 00:00:00-05:00,3.8401022165072534,3.9192795676424685,3.8165094114878912,3.914080858230591,50162400
2015-02-06 00:00:00-05:00,3.930876157581397,3.9568697057847353,3.800113737049651,3.842902183532715,61764000
2015-02-09 00:00:00-05:00,3.796914452473382,3.8572975038640176,3.7769204737376305,3.800513505935669,47896800
2015-02-10 00:00:00-05:00,3.8704942435933516,3.9968576679668137,3.8492994338831035,3.982461452484131,59628000
2015-02-11 00:00:00-05:00,3.996857933934054,4.051642543850814,3.9724651839588367,4.027249336242676,60926400
2015-02-12 00:00:00-05:00,4.099629326451459,4.169608727543699,4.085632622493691,4.1680097579956055,76550400
2015-02-13 00:00:00-05:00,4.201198394922844,4.2739771082086735,4.178805050288616,4.273177623748779,60448800
2015-02-17 00:00:00-05:00,4.272379354577595,4.291973365093819,4.241587524477069,4.284775257110596,41364000
2015-02-18 00:00:00-05:00,4.270378960820966,4.308368894118977,4.250784952773075,4.3031697273254395,35239200
2015-02-19 00:00:00-05:00,4.292774235251543,4.374350970798538,4.290773921598995,4.367952346801758,37795200
2015-02-20 00:00:00-05:00,4.3575550680015205,4.4607251962889105,4.316366278700553,4.451927661895752,45386400
2015-02-23 00:00:00-05:00,4.449128066185315,4.4699224473474075,4.417538125006194,4.469522476196289,39487200
2015-02-24 00:00:00-05:00,4.449928216105642,4.491916489588979,4.40953936950402,4.478720188140869,52300800
2015-02-25 00:00:00-05:00,4.455127284292172,4.507912042124675,4.413539431949278,4.4427313804626465,56275200
2015-02-26 00:00:00-05:00,4.455526502916097,4.515909788120317,4.418737395944607,4.510310649871826,58168800
2015-02-27 00:00:00-05:00,4.50511255016784,4.513109684148843,4.429133599304884,4.450727462768555,44395200
2015-03-02 00:00:00-05:00,4.474720546967675,4.5742922982654886,4.472721606763296,4.570693016052246,44522400
2015-03-03 00:00:00-05:00,4.530704872116841,4.543101689859082,4.420336629341856,4.505113124847412,64195200
2015-03-04 00:00:00-05:00,4.462323457435037,4.480718465568153,4.3799472648038895,4.45512580871582,58320000
2015-03-05 00:00:00-05:00,4.489116233790647,4.5167087472583205,4.422735219825303,4.474720478057861,46173600
2015-03-06 00:00:00-05:00,4.461925061525762,4.486317351144376,4.2903740579766465,4.320764541625977,74863200
2015-03-09 00:00:00-04:00,4.351556392524084,4.393144237465271,4.296771788432308,4.362353324890137,56635200
2015-03-10 00:00:00-04:00,4.266381274433175,4.26878064382523,4.118823489068674,4.120822429656982,95983200
2015-03-11 00:00:00-04:00,4.132018911376887,4.15121340479007,4.042844122234806,4.0484418869018555,111576000
2015-03-12 00:00:00-04:00,4.036847514693471,4.1408171561508516,4.0296494052234975,4.1260223388671875,61195200
2015-03-13 00:00:00-04:00,4.11522368439832,4.1640091724387505,3.9956570449542155,4.072835445404053,99057600
2015-03-16 00:00:00-04:00,4.118022575647614,4.230790177216516,4.104427218597885,4.228791236877441,57480000
2015-03-17 00:00:00-04:00,4.192401329330764,4.268780256509841,4.164809270274993,4.252384185791016,48681600
2015-03-18 00:00:00-04:00,4.215995426398199,4.431533185211166,4.148814463708378,4.374749183654785,83911200
2015-03-19 00:00:00-04:00,4.389944990504263,4.428733491688979,4.36875064116829,4.395943641662598,55692000
2015-03-20 00:00:00-04:00,4.500713124693547,4.543900854084172,4.477520748376552,4.487117767333984,52406400
2015-03-23 00:00:00-04:00,4.4731205427992,4.50871110472033,4.449127311762401,4.449527740478516,49617600
2015-03-24 00:00:00-04:00,4.4487293655579405,4.512311054676267,4.4019428050646106,4.404342174530029,46490400
2015-03-25 00:00:00-04:00,4.427576703612781,4.434775529368108,4.097238063812256,4.097238063812256,87943200
2015-03-26 00:00:00-04:00,4.00085594165626,4.128432474444988,3.9596644112451056,4.0636444091796875,98280000
2015-03-27 00:00:00-04:00,4.055645816090035,4.136030639128666,4.038849014719486,4.1028361320495605,49272000
2015-03-30 00:00:00-04:00,4.185621051922458,4.2584079545265725,4.18282189012583,4.25040864944458,75607200
2015-03-31 00:00:00-04:00,4.211616899267192,4.2388117000070595,4.110835628668232,4.118834018707275,62253600
2015-04-01 00:00:00-04:00,4.113235282070646,4.113235282070646,3.9692619714051642,4.049246788024902,87938400
2015-04-02 00:00:00-04:00,4.057245088488947,4.095238356106163,4.01725313874141,4.056045055389404,55288800
2015-04-06 00:00:00-04:00,3.9828583738140573,4.188821022559149,3.9660615727915496,4.153626918792725,75472800
2015-04-07 00:00:00-04:00,4.148427111310586,4.239210833240894,4.134029920685795,4.134429931640625,57345600
2015-04-08 00:00:00-04:00,4.1376303826554945,4.249209674257649,4.136031253698842,4.232812881469727,84571200
2015-04-09 00:00:00-04:00,4.228812928512999,4.314797912497394,4.1828221843593205,4.31159782409668,55464000
2015-04-10 00:00:00-04:00,4.310797790026712,4.364787833943029,4.278804232361928,4.363187789916992,56692800
2015-04-13 00:00:00-04:00,4.374787336715773,4.439974500834582,4.31559805075309,4.330794811248779,57600000
2015-04-14 00:00:00-04:00,4.321196328915808,4.353590362753077,4.220415042870506,4.2936015129089355,84487200
2015-04-15 00:00:00-04:00,4.330395031240279,4.4007818783401635,4.311198618394855,4.369587421417236,47678400
2015-04-16 00:00:00-04:00,4.3399934261048925,4.377585771602544,4.31959743788086,4.354390621185303,45444000
2015-04-17 00:00:00-04:00,4.230413152925861,4.266006357364746,4.096038268120075,4.150827884674072,93213600
2015-04-20 00:00:00-04:00,4.214816106714722,4.358789416988763,4.208017749733002,4.3363938331604,71097600
2015-04-21 00:00:00-04:00,4.413579054008755,4.434375511300346,4.3775858369312965,4.3919830322265625,63693600
2015-04-22 00:00:00-04:00,4.425976330946605,4.485165603736414,4.341991867415169,4.463169574737549,60957600
2015-04-23 00:00:00-04:00,4.420777809217991,4.574349110367643,4.416379060394143,4.516759872436523,65500800
2015-04-24 00:00:00-04:00,4.655933487993493,4.716322797109258,4.635937512978768,4.693526744842529,71208000
2015-04-27 00:00:00-04:00,4.751116879460442,4.7763125450520425,4.632339209197171,4.6635332107543945,80580000
2015-04-28 00:00:00-04:00,4.672730578898232,4.699125816763392,4.517160144489472,4.633138179779053,85876800
2015-04-29 00:00:00-04:00,4.555552992298762,4.636737388593345,4.471568518564231,4.544754981994629,96976800
2015-04-30 00:00:00-04:00,4.469169418585164,4.52515861643613,4.263607188344911,4.331194877624512,154084800
2015-05-01 00:00:00-04:00,4.380785496149495,4.510361156461459,4.3791854519679765,4.506361961364746,95006400
