Date,TQQQ_open,TQQQ_high,TQQQ_low,TQQQ_close,TQQQ_volume,SQQQ_open,SQQQ_high,SQQQ_low,SQQQ_close,SQQQ_volume,^VIX_open,^VIX_high,^VIX_low,^VIX_close,^VIX_volume,UUP_open,UUP_high,UUP_low,UUP_close,UUP_volume,^IXIC_open,^IXIC_high,^IXIC_low,^IXIC_close,^IXIC_volume,QQQ_open,QQQ_high,QQQ_low,QQQ_close,QQQ_volume
2015-01-02 05:00:00+00:00,3.952870940008693,4.004055812277367,3.805312916529023,3.8648955821990967,61113600,54818.4653133325,56905.36813967283,54073.14287535381,55955.08203125,2131,,,,,,20.83803198821735,20.907146453857422,20.829392474034986,20.907146453857422,1887600,4760.240234375,4777.009765625,4698.10986328125,4726.81005859375,1435150000,95.88103202378049,96.28761602332015,94.66126592504187,95.12329864501953,31314600
2015-01-05 05:00:00+00:00,3.808910963859171,3.822906748589581,3.6589538392977863,3.6909444332122803,63508800,56849.47117606513,59029.539392256425,56644.5074976198,58712.77734375,1873,,,,,,21.00217761512868,21.00217761512868,20.92442363604334,20.950342178344727,2855500,4700.33984375,4702.77001953125,4641.4599609375,4652.56982421875,1794470000,94.70745037987705,94.81834075361354,93.459963638091,93.72794342041016,36521300
2015-01-06 05:00:00+00:00,3.7041408043525053,3.72573466864755,3.4938017571193103,3.544586420059204,84321600,58321.485295664985,61694.06958912037,58004.72323495371,60874.21484375,2765,,,,,,20.99353790283203,21.00217741685093,20.898506544261764,20.99353790283203,2262700,4666.85009765625,4667.330078125,4567.58984375,4592.740234375,2167320000,93.86655487153207,94.02364428052721,92.05538772943265,92.4712142944336,66205500
2015-01-07 05:00:00+00:00,3.612167638703868,3.7045410624593584,3.5877742049836105,3.680948257446289,68733600,59718.96394354935,60147.524371225365,58153.78672942825,58619.61328125,1486,,,,,,21.10585093490638,21.140407344796603,21.02809695287976,21.071292877197266,2384600,4626.83984375,4652.72021484375,4613.89990234375,4650.47021484375,1957950000,93.0811027999061,93.88503511639175,92.85932204702968,93.66326141357422,37577400
2015-01-08 05:00:00+00:00,3.7757210041419738,3.912881353553809,3.7629242163368004,3.890887975692749,72468000,57017.168957840986,57259.39876060305,54874.366856484216,55191.12890625,2315,,,,,,21.157686233520508,21.166325747890568,21.097211280748983,21.157686233520508,1685500,4689.5400390625,4741.3798828125,4688.02001953125,4736.18994140625,2105450000,94.4579632141296,95.64076575927835,94.35631545946283,95.4559555053711,40212600
2015-01-09 05:00:00+00:00,3.9272774042027,3.9316766292632472,3.7473288260888755,3.812110424041748,90710400,54725.30729770281,57222.13779749586,54632.14198054636,56271.8515625,2363,,,,,,21.166323192648242,21.166323192648242,21.045373301706515,21.062650680541992,2320100,4744.47021484375,4744.7099609375,4681.240234375,4704.06982421875,1715830000,95.75164860995736,95.77936944085704,94.27313849475985,94.82758331298828,41410100
2015-01-12 05:00:00+00:00,3.8377031688063483,3.847700845558789,3.664552276379333,3.694943904876709,82627200,55917.82297100722,58507.8187700642,55824.65765449438,58041.9921875,2248,,,,,,21.105848247177377,21.114487760504456,21.045373301706515,21.062650680541992,1938700,4714.06982421875,4715.81005859375,4650.64990234375,4664.7099609375,1861960000,95.01241970627437,95.1140674809261,93.59860054074134,93.83885955810547,34129800
2015-01-13 05:00:00+00:00,3.79931417829302,3.9180802079063755,3.602970680159493,3.6917452812194824,99854400,56365.01221251403,59495.366609771016,54557.6052093359,58079.25390625,3774,,,,,,21.140406271149423,21.166324813114944,21.08857083503718,21.12312889099121,1003700,4708.740234375,4751.33984375,4624.27978515625,4661.5,2162180000,94.75366205744106,95.75165432979803,93.0533781434189,93.81111145019531,56162300
2015-01-14 05:00:00+00:00,3.5745778354009303,3.6841468121826058,3.5325900203197516,3.634960889816284,108074400,59868.02632837145,60594.71572358044,58191.05080096609,59066.8046875,3258,,,,,,21.045374851121508,21.105849801044695,21.02809582319523,21.079931259155273,1373300,4610.759765625,4655.3701171875,4595.97998046875,4639.31982421875,2073810000,92.86854812303366,93.77413507740303,92.47119982418653,93.29361724853516,51354200
2015-01-15 05:00:00+00:00,3.6765485248159337,3.696942703331854,3.4754063085304154,3.4906017780303955,98006400,58284.22018252884,61582.2722836502,57948.82505360125,61377.30859375,3119,,,,,,21.105850021765228,21.235439436929962,21.079931479604756,21.149045944213867,2587500,4657.4599609375,4663.9599609375,4567.39013671875,4570.81982421875,1976260000,93.72793430707252,93.87578107428705,91.97220900227995,92.08309936523438,51005400
