Date,TQQQ_open,TQQQ_high,TQQQ_low,TQQQ_close,TQQQ_volume,MA5,MA10,MA20,MA50,MA200,BB_middle,BB_std,BB_upper,BB_lower,RSI,MACD,MACD_signal,MACD_hist,MA_cross_up,MA_cross_down,BB_squeeze,BB_squeeze_signal,VIX,VIX_MA10,VIX_ratio,VIX_spike,price_change,price_change_abs,price_to_MA5_ratio,price_spike,UUP,UUP_change,UUP_MA20,UUP_ratio,IXIC,IXIC_change,IXIC_MA20,IXIC_ratio,QQQ,QQQ_change,QQQ_MA20,QQQ_ratio,next_day_return,target_direction,target_big_move,switch_to_sqqq,high_volatility,volatility_period_start,volatility_period_end,direction_prob,big_move_prob,switch_prob,pred_direction,pred_big_move,pred_switch,signal,signal_change,strategy_return,fee,cum_tqqq_return,cum_strategy_return,tqqq_capital,strategy_capital
2022-01-26 05:00:00,54.813375640428895,56.60233335314143,49.40801833957032,51.12003707885742,207838100,54.33054809570312,60.83524742126465,68.41909351348878,74.52752906799316,64.46195642471314,68.41909351348878,10.186564245106831,88.79222200370243,48.04596502327512,18.26627667960892,-6.319813917368265,-4.210964900927657,-2.108849016440608,0,0,0.3062754177023625,0,0.0,0.0,0.0,0,-0.001877920075221,0.001877920075221,0.9409078109944632,0,23.03749084472656,0.0054474208057859,22.88548183441162,1.0066421590515249,13542.1201171875,0.0002090270698711,14820.85341796875,0.9137206701450188,337.19244384765625,-0.001564911570478,369.43894958496094,0.9127149268545416,-0.0299152790081137,0,0,0,0,0,0,0.19,0.24,0.0,0,0,0,0,0.0,0.0,0.0,-0.02991527900811375,0.0,9700.847209918862,10000.0
2022-01-27 05:00:00,53.284105685186624,54.09202365762852,49.09062686008355,49.59076690673828,161764100,52.34537963867187,58.45189018249512,66.78498401641846,73.92851585388183,64.45351657867431,66.78498401641846,10.464792622032888,87.71456926048424,45.855398772352686,17.54958843898943,-6.744826250093212,-4.717737170760768,-2.027089079332444,0,0,0.3276365365040302,0,0.0,0.0,0.0,0,-0.0299152790081137,0.0299152790081137,0.9473762010907544,0,23.23362922668457,0.0085138778037934,22.90152950286865,1.0145012028028224,13352.7802734375,-0.013981551050466,14700.1814453125,0.9083411876997852,333.7968139648437,-0.0100703024185996,366.48116607666014,0.9108157386047512,0.0932894058902815,1,1,0,0,0,0,0.77,0.83,0.0,1,1,0,0,0.0,0.0,0.0,0.06058334827645884,0.0,10605.833482764589,10000.0
2022-01-28 05:00:00,50.39868875695776,54.303622866711926,48.18652970027631,54.21706008911133,167016200,52.287672424316405,57.06400451660157,65.42066192626953,73.38913436889648,64.45688291549682,65.42066192626953,10.220763839757192,85.86218960578391,44.97913424675515,29.210353805953982,-6.6318999748583,-5.100569731580274,-1.5313302432780258,0,0,0.3488108705234998,0,0.0,0.0,0.0,0,0.0932894058902815,0.0932894058902815,1.0368994750643683,1,23.22471237182617,-0.0003837908736256,22.91534833908081,1.013500298060831,13770.5703125,0.0312886178389082,14601.631982421875,0.9430843298254368,344.2677307128906,0.0313691332870234,364.105647277832,0.9455160426286824,0.0968599370829295,1,1,0,1,1,0,0.82,0.79,0.0,1,1,0,0,0.0,0.0,0.0,0.16331138466171935,0.0,11633.113846617194,10000.0
2022-01-31 05:00:00,54.87108173942144,59.68973626015973,54.072783937350295,59.46852111816406,113751100,53.122520446777344,56.09834976196289,64.39465446472168,72.95285873413086,64.48537649154663,64.39465446472168,9.6979746677277,83.79060380017708,44.99870512926629,37.78869243775597,-6.048927797073368,-5.290241344678893,-0.7586864523944747,0,0,0.368851184191494,0,0.0,0.0,0.0,0,0.0968599370829295,0.0968599370829295,1.119459705940434,1,23.064239501953125,-0.0069095740478453,22.92604703903198,1.0060277492533216,14239.8798828125,0.0340806197319578,14531.377490234376,0.9799401255925136,355.2768249511719,0.0319782926371989,362.4029006958008,0.9803365929716702,0.0190846089719394,1,0,0,1,0,1,0.83,0.2,0.0,1,0,0,1,1.0,0.0189846089719394,0.0001,0.18551272755059367,0.018984608971939432,11855.127275505936,10189.846089719395
2022-02-01 05:00:00,60.03598833991779,60.9304691011401,57.44872895310413,60.60345458984375,101845800,54.99996795654297,55.74440536499024,63.309976959228514,72.48955673217773,64.52687847137452,63.309976959228514,8.757889938127098,80.82575683548271,45.79419708297432,34.74431906403329,-5.432713559790791,-5.318735787701273,-0.1139777720895178,0,0,0.386806076248899,0,0.0,0.0,0.0,0,0.0190846089719394,0.0190846089719394,1.1018816345080102,0,23.001827239990234,-0.00270601863797,22.926492786407472,1.0032859126899438,14346.0,0.0074523182822339,14457.0375,0.992319484541698,357.69390869140625,0.0068033813929928,360.633610534668,0.99184850841023,0.0236469423230509,1,0,0,0,0,0,0.81,0.23,0.0,1,0,0,1,0.0,0.0236469423230509,0.0,0.21354647864222542,0.043080479248375436,12135.464786422253,10430.804792483754
2022-02-02 05:00:00,62.729043081812485,62.87331557496001,59.968654818003074,62.03654098510742,100815200,57.18326873779297,55.75690841674805,62.45685443878174,72.02654289245605,64.58126863479615,62.45685443878174,7.930900223868345,78.31865488651843,46.59505399104505,35.73494600220596,-4.773693079565007,-5.20972724607402,0.436034166509013,0,0,0.4028990519434446,0,0.0,0.0,0.0,0,0.0236469423230509,0.0236469423230509,1.0848722424310606,0,22.912675857543945,-0.0038758391460002,22.92158946990967,0.9996111259047972,14417.5498046875,0.0049874393341349,14396.77900390625,1.0014427394332868,360.600341796875,0.0081254755388531,359.2645660400391,1.0037180837831,-0.1203099251548361,0,1,0,0,0,0,0.25,0.79,0.01,0,1,0,0,-1.0,-0.0001,0.0001,0.06754479262486446,0.04297617120045061,10675.447926248644,10429.761712004507
2022-02-03 05:00:00,57.05438947023684,58.737551676686174,53.97660641607184,54.57292938232422,105575000,58.17970123291016,55.26254043579102,61.59435520172119,71.4733115386963,64.59187261581421,61.59435520172119,7.795543566534517,77.18544233479022,46.00326806865216,33.920427897137046,-4.7983532519227765,-5.127452447243771,0.3290991953209943,0,0,0.4181699053073524,0,0.0,0.0,0.0,0,-0.1203099251548361,0.1203099251548361,0.9380063531755348,1,22.79677391052246,-0.0050584204019682,22.91222829818725,0.99496101443464,13878.8203125,-0.03736623070394,14335.7115234375,0.9681291570222708,345.980224609375,-0.0405438250963596,357.7604751586914,0.9670722414372604,0.034543420556151,1,1,0,1,1,1,0.89,0.78,0.0,1,1,0,0,0.0,0.0,0.0,0.10442144135903408,0.04297617120045061,11044.21441359034,10429.761712004507
2022-02-04 05:00:00,54.6979566676223,58.10275393010821,53.755386358104,56.45806503295898,96534400,58.62790222167969,55.45778732299805,60.83597030639648,70.98019332885742,64.62144819259643,60.83597030639648,7.500487257733313,75.83694482186311,45.83499579092986,35.23872335087276,-4.612610619936802,-5.0244840817823775,0.411873461845575,0,0,0.4322841609336827,0,0.0,0.0,0.0,0,0.034543420556151,0.034543420556151,0.9629896839815916,0,22.778942108154297,-0.0007822072736324,22.90108404159546,0.9946665435915908,14098.009765625,0.0157930896279121,14286.568994140624,0.9868016436561527,350.3447570800781,0.0126149766959393,356.4878204345703,0.982767817012644,-0.0226576189162495,0,0,0,0,0,0,0.27,0.3,0.0,0,0,0,0,0.0,0.0,0.0,0.07939788121778601,0.04297617120045061,10793.97881217786,10429.761712004507
2022-02-07 05:00:00,56.81393214145427,57.96810113193269,54.55368743972736,55.17885971069336,76956100,57.76996994018555,55.446245193481445,60.13072452545166,70.44648704528808,64.63510585784913,60.13072452545166,7.325438486305569,74.7816014980628,45.479847552840525,38.567218432111424,-4.516565271639216,-4.9229003197537455,0.4063350481145296,0,0,0.4449934061831572,0,0.0,0.0,0.0,0,-0.0226576189162495,0.0226576189162495,0.955147800281444,0,22.787857055664062,0.0003913679339206,22.89662637710571,0.995249548136471,14015.669921875,-0.0058405296292791,14240.557470703125,0.9842079532847796,347.5264587402344,-0.0080443571164947,355.27779693603514,0.9781823174354002,0.0339898762562127,1,1,0,0,0,0,0.87,0.84,0.0,1,1,0,0,0.0,0.0,0.0,0.11608648163159674,0.04297617120045061,11160.864816315967,10429.761712004507
2022-02-08 05:00:00,54.63062861022472,57.5449058747305,54.08239899659533,57.05438232421875,79296600,57.06015548706055,56.03006172180176,59.50651226043701,70.0406047821045,64.65294734954834,59.50651226043701,7.006543381192725,73.51959902282246,45.493425498051565,43.74844541759925,-4.240230898285645,-4.786366435460126,0.5461355371744805,0,0,0.4561751259034639,0,0.0,0.0,0.0,0,0.0339898762562127,0.0339898762562127,0.9998988232192408,0,22.82352066040039,0.0015650267003699,22.89127712249756,0.997040075058522,14194.4501953125,0.0127557422823199,14203.1384765625,0.999388284408806,351.4309997558594,0.0112352337999781,354.2507720947266,0.992040180118187,0.0620363877451248,1,1,0,0,0,0,0.81,0.84,0.0,1,1,0,0,0.0,0.0,0.0,0.18532445536318676,0.04297617120045061,11853.244553631868,10429.761712004507
