Date,TQQQ_open,TQQQ_high,TQQQ_low,TQQQ_close,TQQQ_volume,MA5,MA10,MA20,MA50,MA200,BB_middle,BB_std,BB_upper,BB_lower,RSI,MACD,MACD_signal,MACD_hist,MA_cross_up,MA_cross_down,BB_squeeze,BB_squeeze_signal,VIX,VIX_MA10,VIX_ratio,VIX_spike,price_change,price_change_abs,price_to_MA5_ratio,price_spike,UUP,UUP_change,UUP_MA20,UUP_ratio,IXIC,IXIC_change,IXIC_MA20,IXIC_ratio,QQQ,QQQ_change,QQQ_MA20,QQQ_ratio,next_day_return,target_direction,target_big_move,switch_to_sqqq,high_volatility,volatility_period_start,volatility_period_end,direction_prob,big_move_prob,switch_prob,pred_direction,pred_big_move,pred_switch,signal,signal_change,strategy_return,fee,cum_tqqq_return,cum_strategy_return,tqqq_capital,strategy_capital
2022-07-01 04:00:00,22.69864290395079,23.564268735497425,22.21773946036921,23.45846939086914,208600400,24.12596321105957,24.05190505981445,25.51577548980713,29.80389495849609,55.24885631561279,25.51577548980713,3.5296538111712064,32.57508311214954,18.45646786746472,43.79523663089555,-1.9881601231758737,-2.2624056195413886,0.274245496365515,0,0,0.4913066668134984,0,0.0,0.0,0.0,0,0.0162499260473105,0.0162499260473105,0.9723329670052532,0,25.007801055908203,0.0032189370736022,24.767976188659667,1.0096828608612094,11127.849609375,0.0089864638112602,11330.689501953126,0.9820981862980924,276.9621276855469,0.0066007222950619,282.5597290039062,0.9801896705588856,0.0516604854023019,1,1,0,0,0,0,0.87,0.88,0.0,1,1,0,0,0.0,0.0,0.0,0.05166048540230195,0.0,10516.60485402302,10000.0
2022-07-05 04:00:00,22.51589818508691,24.699200172282683,22.121557523813788,24.670345306396484,220554000,23.80471992492676,24.338523292541502,25.20366907119751,29.42994445800781,55.01766199111938,25.20366907119751,3.2955540787317745,31.794777228661054,18.61256091373396,57.60805014149317,-1.8240592572347007,-2.174736347080051,0.3506770898453499,0,0,0.5011462959798574,0,0.0,0.0,0.0,0,0.0516604854023019,0.0516604854023019,1.036363602856898,1,25.36441993713379,0.0142603054314258,24.8192400932312,1.0219660167617812,11322.240234375,0.0174688400565936,11296.164990234374,1.0023083271325417,281.7035522460937,0.0171193967932326,281.6441818237305,1.0002107993922642,0.0191032942782041,1,0,0,0,0,0,0.82,0.28,0.01,1,0,0,1,1.0,0.0190032942782041,0.0001,0.07175066513570116,0.01900329427820413,10717.506651357011,10190.032942782042
2022-07-06 04:00:00,24.7857626697855,25.699478065710068,24.314477539034748,25.14163017272949,206122900,24.05671348571777,24.507801055908203,24.89589071273804,29.13428508758545,54.80135155677795,24.89589071273804,2.967641884261036,30.83117448126011,18.960606944215964,58.44456795427777,-1.637107828687448,-2.0672106434015305,0.4301028147140826,0,0,0.5095130701774301,0,0.0,0.0,0.0,0,0.0191032942782041,0.0191032942782041,1.0450982919032483,0,25.480318069458008,0.0045693192515923,24.87362413406372,1.0243910550438622,11361.849609375,0.0034983690665513,11261.18896484375,1.008938722620276,283.5099182128906,0.0064122938897799,280.7689834594727,1.0097622419672063,0.0619739626619368,1,1,0,0,0,0,0.84,0.86,0.0,1,1,0,1,0.0,0.0619739626619368,0.0,0.13817130083972717,0.08215496639019215,11381.713008397272,10821.549663901922
2022-07-07 04:00:00,25.37246222917983,26.9305900310116,25.36284577567237,26.699756622314453,137866300,24.61071357727051,24.841547584533693,24.62802743911743,28.840164527893062,54.61387133598328,24.62802743911743,2.490700425622464,29.60942829036236,19.646626587872504,58.323617967017455,-1.3476844248309696,-1.9233053996874183,0.5756209748564487,0,0,0.5137876321535786,0,0.0,0.0,0.0,0,0.0619739626619368,0.0619739626619368,1.0848834812726966,1,25.489234924316406,0.0003499506887665,24.92979135513305,1.022440764193085,11621.349609375,0.0228395911688426,11233.494921875,1.0345266268598858,289.5766906738281,0.0213988014923058,280.06729888916016,1.0339539525763464,0.0046831193535357,1,0,0,0,0,0,0.78,0.17,0.0,1,0,0,1,0.0,0.0046831193535357,0.0,0.14350149288632852,0.08722282725681896,11435.014928863286,10872.228272568189
2022-07-08 04:00:00,25.95916889665006,27.22875375445122,25.68986229504027,26.82479476928711,159729200,25.358999252319336,25.08777027130127,24.39911727905273,28.641647605896,54.426607599258425,24.39911727905273,1.9966517679513944,28.392420814955525,20.405813743149945,71.12822159781885,-1.095595416639835,-1.7577634030779017,0.6621679864380667,0,0,0.514011372972504,0,0.0,0.0,0.0,0,0.0046831193535357,0.0046831193535357,1.057801788721363,0,25.471405029296875,-0.0006995068730965,24.981500911712647,1.0196106758883543,11635.3095703125,0.0012012340568636,11210.946923828124,1.0378525248016668,289.9399108886719,0.0012543144063099,279.49302368164064,1.0373779891512815,-0.0638221155726306,0,1,0,0,0,0,0.16,0.9,0.0,0,1,0,0,-1.0,-0.0001,0.0001,0.07052080844986164,0.08711410497409333,10705.208084498616,10871.141049740932
2022-07-11 04:00:00,26.161149321442064,26.228475513257724,24.87232788396728,25.11277961730957,129224100,25.689861297607425,24.907912254333496,24.212526893615724,28.412160568237304,54.22138204574585,24.212526893615724,1.7136685474881357,27.639863988591998,20.78518979863945,61.28608725795655,-1.0221753748627656,-1.610645797434875,0.5884704225721091,0,0,0.5122853950625774,0,0.0,0.0,0.0,0,-0.0638221155726306,0.0638221155726306,0.9775365980527267,1,25.765613555908203,0.0115505417260231,25.03900547027588,1.029019047361721,11372.599609375,-0.0225786825309577,11191.865380859375,1.0161487135848437,283.7455139160156,-0.0213644163498233,279.01270904541013,1.016962685631052,-0.0291077338261865,0,0,0,0,0,0,0.13,0.14,0.0,0,0,0,0,0.0,0.0,0.0,0.0393603737021091,0.08711410497409333,10393.60373702109,10871.141049740932
2022-07-12 04:00:00,25.430173104255747,25.949547838625453,23.95860799362319,24.38180351257324,159616500,25.63215293884277,24.718436431884765,24.14327659606933,28.09072467803955,54.00331635475159,24.14327659606933,1.6751038634698838,27.493484323009103,20.793068869129566,53.39397316240014,-1.011315312026504,-1.4907797003532006,0.4794643883266967,0,0,0.5095078225305801,0,0.0,0.0,0.0,0,-0.0291077338261865,0.0291077338261865,0.951219492593821,0,25.756696701049805,-0.0003460757819351,25.08625726699829,1.0267253670771166,11264.73046875,-0.0094850029307351,11188.100927734376,1.0068492000126372,280.9967346191406,-0.0096874810774579,278.91228637695315,1.0074734902117948,-0.0063116992006702,0,0,0,0,0,0,0.24,0.14,0.0,0,0,0,0,0.0,0.0,0.0,0.03280024366220524,0.08711410497409333,10328.002436622053,10871.141049740932
2022-07-13 04:00:00,22.929473404316862,24.843468644853697,22.785202756593137,24.22791290283203,180575500,25.44940948486328,24.753061485290527,24.244747161865234,27.87258693695068,53.78351948738098,24.244747161865234,1.611350758452639,27.467448678770516,21.02204564495996,53.133685068914346,-1.003557928962902,-1.393335346075141,0.389777417112239,0,0,0.5026272884402796,0,0.0,0.0,0.0,0,-0.0063116992006702,0.0063116992006702,0.9520029499011452,0,25.70320701599121,-0.0020767292358734,25.11879863739013,1.023265777437746,11247.580078125,-0.0015224856620029,11210.018408203125,1.003350723304289,280.4176330566406,-0.0020608836016721,279.4408447265625,1.0034955102251926,0.0103216682448457,1,0,0,0,0,0,0.88,0.22,0.0,1,0,0,1,1.0,0.0102216682448457,0.0001,0.04346046514048241,0.09822622469943099,10434.604651404825,10982.262246994309
2022-07-14 04:00:00,23.535413262699628,24.69920052015364,22.71787889725376,24.47798538208008,175823500,25.005055236816407,24.807884407043456,24.35150775909424,27.62636432647705,53.57319640159607,24.35150775909424,1.5481995244958062,27.44790680808585,21.255108710102625,50.44182810760421,-0.9660948478310268,-1.3078872464263185,0.3417923985952915,0,0,0.4924096992910363,0,0.0,0.0,0.0,0,0.0103216682448457,0.0103216682448457,0.978921468089369,0,25.881515502929688,0.0069372077510616,25.157580852508545,1.0287760041263647,11251.1904296875,0.000320989185,11231.16044921875,1.0017834292866987,281.4189147949219,0.0035706803718686,279.9949691772461,1.0050856114374482,0.0526523756470751,1,1,0,0,0,0,0.86,0.77,0.0,1,1,0,1,0.0,0.0526523756470751,0.0,0.09840113752393087,0.1560504444277746,10984.011375239308,11560.504444277745
2022-07-15 04:00:00,25.26666940160333,25.824517367719565,24.82423724392428,25.766809463500977,154380200,24.79345817565918,25.07622871398926,24.44239854812622,27.404186935424804,53.39706554412842,24.44239854812622,1.5764275436576267,27.595253635441477,21.289543460810968,45.1507808057956,-0.822921625659017,-1.2108941222728582,0.3879724966138411,0,0,0.4814574946331414,0,0.0,0.0,0.0,0,0.0526523756470751,0.0526523756470751,1.0392583915057634,1,25.729951858520508,-0.0058560575555176,25.1985918045044,1.0210868947812046,11452.419921875,0.0178851734352067,11248.82392578125,1.0180993139760262,286.52362060546875,0.0181391709731622,280.4667938232422,1.0215955218785857,-0.0231431416256249,0,0,0,0,0,0,0.24,0.19,0.0,0,0,0,0,-1.0,-0.0001,0.0001,0.0729806844364671,0.15593483938333175,10729.806844364672,11559.348393833317
